mouse_ID	drosophila_ID	orthotype	OMAgroup
ENSMUSG00000027395.15	FBgn0003278	1:1	864215
ENSMUSG00000027397.14	FBgn0260795	n:1	746996
ENSMUSG00000027404.15	FBgn0262601	n:1	547180
ENSMUSG00000027405.16	FBgn0038964	1:1	801509
ENSMUSG00000027406.12	FBgn0038922	1:1	847131
ENSMUSG00000027411.17	FBgn0261241	1:1	809397
ENSMUSG00000037740.8	FBgn0036774	1:1	857522
ENSMUSG00000027300.9	FBgn0039767	1:1	848492
ENSMUSG00000074797.11	FBgn0031663	1:1	858365
ENSMUSG00000027312.14	FBgn0039528	n:1	830205
ENSMUSG00000027327.16	FBgn0035896	1:1	795271
ENSMUSG00000027329.9	FBgn0030722	1:1	
ENSMUSG00000037523.13	FBgn0034294	1:1	
ENSMUSG00000037514.17	FBgn0011205	n:1	835113
ENSMUSG00000027340.15	FBgn0037807	n:1	
ENSMUSG00000027342.14	FBgn0005655	n:1	853167
ENSMUSG00000058793.14	FBgn0010350	n:1	
ENSMUSG00000037376.14	FBgn0031832	1:1	858585
ENSMUSG00000027356.8	FBgn0035498	n:m	
ENSMUSG00000027356.8	FBgn0036688	n:m	843338
ENSMUSG00000027261.2	FBgn0061356	1:1	817677
ENSMUSG00000051177.16	FBgn0004611	n:1	
ENSMUSG00000039943.16	FBgn0262738	1:1	855685
ENSMUSG00000027273.13	FBgn0011288	n:m	719060
ENSMUSG00000027273.13	FBgn0266720	n:m	
ENSMUSG00000027276.7	FBgn0004197	1:1	548683
ENSMUSG00000062098.11	FBgn0262871	n:1	854287
ENSMUSG00000039092.9	FBgn0002524	n:1	
ENSMUSG00000045624.15	FBgn0024364	1:1	813753
ENSMUSG00000027384.6	FBgn0033891	1:1	537141
ENSMUSG00000027419.9	FBgn0023179	1:1	547788
ENSMUSG00000015932.8	FBgn0011726	n:1	807567
ENSMUSG00000027423.15	FBgn0032005	n:1	
ENSMUSG00000027425.18	FBgn0032691	1:1	822603
ENSMUSG00000027427.13	FBgn0038951	1:1	828759
ENSMUSG00000027429.16	FBgn0262125	n:1	
ENSMUSG00000027430.12	FBgn0037898	1:1	
ENSMUSG00000027431.5	FBgn0030519	1:1	
ENSMUSG00000063873.10	FBgn0040031	n:1	
ENSMUSG00000002728.14	FBgn0031043	1:1	856267
ENSMUSG00000001767.5	FBgn0000377	1:1	546958
ENSMUSG00000037143.17	FBgn0050275	1:m	689120
ENSMUSG00000037143.17	FBgn0050268	1:m	
ENSMUSG00000037110.20	FBgn0039466	n:1	
ENSMUSG00000027433.5	FBgn0031868	1:1	734754
ENSMUSG00000036992.10	FBgn0028411	n:1	
ENSMUSG00000027438.14	FBgn0250791	n:1	
ENSMUSG00000079008.2	FBgn0022720	n:1	
ENSMUSG00000033096.7	FBgn0041780	1:1	
ENSMUSG00000033068.16	FBgn0024947	n:1	
ENSMUSG00000033059.7	FBgn0004507	n:1	
ENSMUSG00000032046.15	FBgn0034419	1:1	548261
ENSMUSG00000027454.10	FBgn0035194	1:1	842415
ENSMUSG00000053916.4	FBgn0029801	n:1	
ENSMUSG00000027455.16	FBgn0033179	1:1	681115
ENSMUSG00000032966.14	FBgn0013954	1:1	750346
ENSMUSG00000032869.15	FBgn0033669	1:1	843217
ENSMUSG00000027460.7	FBgn0035452	1:1	
ENSMUSG00000027463.14	FBgn0039882	1:1	796189
ENSMUSG00000032802.8	FBgn0030876	1:1	731365
ENSMUSG00000074698.10	FBgn0264492	n:1	
ENSMUSG00000027465.13	FBgn0040005	1:1	
ENSMUSG00000019188.16	FBgn0031260	1:1	696131
ENSMUSG00000042814.7	FBgn0029833	n:1	
ENSMUSG00000009876.13	FBgn0032833	n:m	
ENSMUSG00000009876.13	FBgn0033020	n:m	794973
ENSMUSG00000027472.14	FBgn0033467	1:1	495123
ENSMUSG00000068040.10	FBgn0028541	1:1	531080
ENSMUSG00000046020.13	FBgn0033901	1:1	831921
ENSMUSG00000027475.9	FBgn0004381	n:1	
ENSMUSG00000027479.14	FBgn0027066	1:1	641063
ENSMUSG00000027487.11	FBgn0037816	1:1	866022
ENSMUSG00000038533.15	FBgn0005636	n:1	
ENSMUSG00000038467.15	FBgn0086656	1:1	834316
ENSMUSG00000098640.1	FBgn0014026	n:1	
ENSMUSG00000074656.12	FBgn0004926	1:1	849777
ENSMUSG00000027597.15	FBgn0014455	n:1	
ENSMUSG00000047459.14	FBgn0024196	n:1	
ENSMUSG00000038383.16	FBgn0032052	1:1	547083
ENSMUSG00000027605.18	FBgn0012034	1:1	546830
ENSMUSG00000027610.17	FBgn0030882	1:m	856843
ENSMUSG00000027610.17	FBgn0052495	1:m	
ENSMUSG00000074652.3	FBgn0264695	n:1	
ENSMUSG00000027613.15	FBgn0034915	1:1	847545
ENSMUSG00000005882.18	FBgn0035722	1:1	844880
ENSMUSG00000005881.13	FBgn0036489	1:1	542410
ENSMUSG00000027618.17	FBgn0032393	1:1	785299
ENSMUSG00000067847.13	FBgn0036488	1:1	837002
ENSMUSG00000027620.16	FBgn0031883	1:1	547232
ENSMUSG00000027628.10	FBgn0038590	1:1	736762
ENSMUSG00000067818.6	FBgn0003514	n:1	547495
ENSMUSG00000027637.3	FBgn0033209	1:1	
ENSMUSG00000027634.14	FBgn0043070	n:1	
ENSMUSG00000027641.13	FBgn0015799	n:1	
ENSMUSG00000027642.15	FBgn0034277	1:1	542462
ENSMUSG00000027646.15	FBgn0264959	n:1	
ENSMUSG00000067787.10	FBgn0040239	1:1	764248
ENSMUSG00000027649.15	FBgn0037644	1:1	796706
ENSMUSG00000027650.12	FBgn0037741	1:1	824585
ENSMUSG00000027651.16	FBgn0035318	n:1	651153
ENSMUSG00000027652.15	FBgn0085437	1:1	685711
ENSMUSG00000037771.11	FBgn0033911	1:1	547667
ENSMUSG00000037761.16	FBgn0038576	1:1	856125
ENSMUSG00000027655.14	FBgn0031631	1:1	846761
ENSMUSG00000070544.6	FBgn0004924	1:1	811670
ENSMUSG00000016933.17	FBgn0003416	n:1	767393
ENSMUSG00000027412.12	FBgn0263593	n:1	
ENSMUSG00000016921.14	FBgn0004587	n:1	548746
ENSMUSG00000017858.12	FBgn0031829	1:1	835189
ENSMUSG00000017943.15	FBgn0035587	n:1	839870
ENSMUSG00000078949.2	FBgn0052679	n:1	
ENSMUSG00000017707.9	FBgn0028399	n:1	738166
ENSMUSG00000018326.9	FBgn0004907	n:1	
ENSMUSG00000045503.16	FBgn0037603	1:1	854333
ENSMUSG00000017721.15	FBgn0030035	1:1	811736
ENSMUSG00000074596.3	FBgn0085305	1:1	
ENSMUSG00000001403.13	FBgn0264848	1:1	547155
ENSMUSG00000050373.13	FBgn0031457	n:1	
ENSMUSG00000039873.4	FBgn0035059	1:1	303675
ENSMUSG00000039849.5	FBgn0037021	1:1	818494
ENSMUSG00000017740.17	FBgn0261794	n:1	
ENSMUSG00000017664.16	FBgn0035449	1:1	778642
ENSMUSG00000017670.16	FBgn0032409	n:1	
ENSMUSG00000018459.15	FBgn0036816	n:m	
ENSMUSG00000018459.15	FBgn0064119	n:m	
ENSMUSG00000018459.15	FBgn0260466	n:m	
ENSMUSG00000039725.6	FBgn0035590	n:1	
ENSMUSG00000039671.18	FBgn0039863	1:1	
ENSMUSG00000006800.14	FBgn0040271	n:1	
ENSMUSG00000042854.9	FBgn0035590	n:1	843412
ENSMUSG00000074582.10	FBgn0028538	n:1	
ENSMUSG00000002718.14	FBgn0022213	1:1	865414
ENSMUSG00000017999.16	FBgn0021995	1:1	
ENSMUSG00000039463.14	FBgn0026787	1:1	547220
ENSMUSG00000078923.10	FBgn0035601	n:1	851391
ENSMUSG00000090213.1	FBgn0032850	1:1	689019
ENSMUSG00000044641.7	FBgn0026192	n:1	845697
ENSMUSG00000093752.1	FBgn0032799	n:1	
ENSMUSG00000078919.10	FBgn0032799	n:1	489823
ENSMUSG00000074576.4	FBgn0032054	1:1	755015
ENSMUSG00000027546.15	FBgn0051729	n:1	
ENSMUSG00000052056.14	FBgn0262636	1:1	
ENSMUSG00000052033.13	FBgn0035603	1:1	804307
ENSMUSG00000027495.4	FBgn0031504	1:1	
ENSMUSG00000027496.15	FBgn0000147	n:1	547259
ENSMUSG00000027498.14	FBgn0039867	1:1	547364
ENSMUSG00000027502.11	FBgn0032290	1:1	848610
ENSMUSG00000008999.7	FBgn0024234	n:1	
ENSMUSG00000005883.15	FBgn0002716	1:1	857340
ENSMUSG00000027509.11	FBgn0034646	1:1	845343
ENSMUSG00000027513.11	FBgn0034356	n:m	
ENSMUSG00000027513.11	FBgn0003067	n:m	862558
ENSMUSG00000054455.4	FBgn0028379	n:1	
ENSMUSG00000027522.15	FBgn0031106	1:1	795545
ENSMUSG00000039263.16	FBgn0040493	1:1	690852
ENSMUSG00000027523.19	FBgn0001123	n:1	498848
ENSMUSG00000016253.12	FBgn0010416	1:1	816653
ENSMUSG00000016257.15	FBgn0029161	n:1	750621
ENSMUSG00000078899.9	FBgn0038047	n:1	
ENSMUSG00000078897.10	FBgn0038047	n:1	
ENSMUSG00000094475.7	FBgn0038047	n:1	
ENSMUSG00000094932.7	FBgn0038047	n:1	
ENSMUSG00000078886.12	FBgn0038047	n:1	
ENSMUSG00000078881.10	FBgn0038047	n:1	
ENSMUSG00000078880.10	FBgn0038047	n:1	
ENSMUSG00000078877.11	FBgn0039329	n:1	
ENSMUSG00000078868.3	FBgn0038047	n:1	
ENSMUSG00000078867.9	FBgn0037584	n:1	
ENSMUSG00000094786.1	FBgn0038047	n:1	
ENSMUSG00000078864.10	FBgn0037584	n:1	
ENSMUSG00000027566.14	FBgn0004066	n:1	
ENSMUSG00000039069.19	FBgn0032031	1:1	866097
ENSMUSG00000039050.8	FBgn0034951	n:1	
ENSMUSG00000039041.15	FBgn0033886	n:1	846382
ENSMUSG00000015647.9	FBgn0002526	n:1	
ENSMUSG00000039001.12	FBgn0015521	1:1	796923
ENSMUSG00000038963.15	FBgn0051634	1:1	548652
ENSMUSG00000027569.15	FBgn0033341	1:1	549803
ENSMUSG00000027573.11	FBgn0030944	1:1	755411
ENSMUSG00000023393.15	FBgn0025684	1:1	547051
ENSMUSG00000027574.15	FBgn0085442	n:1	
ENSMUSG00000027575.19	FBgn0020655	1:1	495445
ENSMUSG00000038685.18	FBgn0029798	1:1	744147
ENSMUSG00000038671.15	FBgn0030088	1:1	775027
ENSMUSG00000027582.16	FBgn0032169	1:1	516795
ENSMUSG00000055882.8	FBgn0035519	n:1	
ENSMUSG00000000827.18	FBgn0034345	n:1	
ENSMUSG00000002455.14	FBgn0036828	1:1	546971
ENSMUSG00000059540.15	FBgn0010422	n:1	
ENSMUSG00000038628.8	FBgn0061362	1:1	859898
ENSMUSG00000025255.18	FBgn0004607	n:1	845871
ENSMUSG00000040374.13	FBgn0035876	1:1	761405
ENSMUSG00000027506.15	FBgn0034345	n:1	
ENSMUSG00000027531.16	FBgn0037063	n:1	
ENSMUSG00000058921.3	FBgn0030638	1:1	733816
ENSMUSG00000027552.14	FBgn0024371	n:1	
ENSMUSG00000027555.8	FBgn0027844	n:1	
ENSMUSG00000027556.15	FBgn0027844	n:1	
ENSMUSG00000027562.12	FBgn0027844	n:1	
ENSMUSG00000027606.12	FBgn0004179	1:1	
ENSMUSG00000019528.18	FBgn0265191	1:1	734341
ENSMUSG00000001865.2	FBgn0033241	1:1	539178
ENSMUSG00000027630.13	FBgn0263933	n:1	547612
ENSMUSG00000027699.19	FBgn0003041	1:1	728862
ENSMUSG00000027695.16	FBgn0033075	n:1	655060
ENSMUSG00000050192.8	FBgn0034967	n:1	
ENSMUSG00000027702.7	FBgn0033369	1:1	
ENSMUSG00000027706.8	FBgn0011584	1:1	785946
ENSMUSG00000037643.14	FBgn0261854	1:1	548233
ENSMUSG00000027668.13	FBgn0029870	n:1	
ENSMUSG00000027671.14	FBgn0025716	n:1	784105
ENSMUSG00000027673.12	FBgn0011455	1:1	854943
ENSMUSG00000056900.13	FBgn0035402	n:1	516020
ENSMUSG00000027676.11	FBgn0037276	1:1	547925
ENSMUSG00000027680.15	FBgn0028734	n:1	803272
ENSMUSG00000027679.13	FBgn0036173	1:1	680786
ENSMUSG00000037400.17	FBgn0030746	n:m	
ENSMUSG00000037400.17	FBgn0030747	n:m	523689
ENSMUSG00000027708.14	FBgn0036510	n:1	
ENSMUSG00000027709.9	FBgn0039877	1:1	854894
ENSMUSG00000037270.18	FBgn0261671	1:1	836056
ENSMUSG00000045031.18	FBgn0051802	1:1	
ENSMUSG00000050174.15	FBgn0030668	1:1	
ENSMUSG00000027722.14	FBgn0032450	1:1	
ENSMUSG00000046743.6	FBgn0001075	1:1	548725
ENSMUSG00000060798.7	FBgn0001259	1:1	849849
ENSMUSG00000025757.12	FBgn0026418	n:1	
ENSMUSG00000025758.10	FBgn0026371	1:1	547758
ENSMUSG00000025759.11	FBgn0035767	1:1	548353
ENSMUSG00000037818.16	FBgn0052112	1:1	728554
ENSMUSG00000023087.15	FBgn0261808	1:1	
ENSMUSG00000063273.11	FBgn0031020	n:1	675302
ENSMUSG00000027742.13	FBgn0033401	1:1	851625
ENSMUSG00000027746.13	FBgn0085220	1:1	860549
ENSMUSG00000027748.11	FBgn0032593	n:1	548060
ENSMUSG00000036632.9	FBgn0261020	1:1	489826
ENSMUSG00000027799.12	FBgn0266098	n:1	791347
ENSMUSG00000056947.5	FBgn0027546	n:m	
ENSMUSG00000056947.5	FBgn0029003	n:m	823020
ENSMUSG00000036513.15	FBgn0038586	1:1	689177
ENSMUSG00000027806.9	FBgn0259176	n:1	
ENSMUSG00000027808.8	FBgn0047135	n:1	
ENSMUSG00000027810.14	FBgn0037135	1:1	847229
ENSMUSG00000075700.9	FBgn0031670	1:1	854318
ENSMUSG00000101860.4	FBgn0036143	1:1	529679
ENSMUSG00000036894.3	FBgn0025806	n:1	
ENSMUSG00000027770.5	FBgn0032883	1:1	846765
ENSMUSG00000027822.16	FBgn0036662	1:1	547013
ENSMUSG00000027823.9	FBgn0000239	1:1	700964
ENSMUSG00000027827.16	FBgn0263220	n:1	
ENSMUSG00000027828.12	FBgn0025700	1:1	845926
ENSMUSG00000027829.15	FBgn0040394	1:1	547972
ENSMUSG00000027831.9	FBgn0023001	1:1	804997
ENSMUSG00000027774.16	FBgn0263133	1:1	863707
ENSMUSG00000027775.9	FBgn0031636	1:m	547511
ENSMUSG00000027775.9	FBgn0035763	1:m	
ENSMUSG00000027778.15	FBgn0032891	1:1	833248
ENSMUSG00000034349.14	FBgn0015391	1:1	547047
ENSMUSG00000027782.10	FBgn0027338	n:1	515829
ENSMUSG00000027787.14	FBgn0023542	1:1	862151
ENSMUSG00000027835.11	FBgn0038331	1:1	834069
ENSMUSG00000027804.13	FBgn0036020	1:1	547255
ENSMUSG00000027809.14	FBgn0033465	1:1	646734
ENSMUSG00000034009.14	FBgn0039354	n:1	549999
ENSMUSG00000033981.14	FBgn0004619	n:m	
ENSMUSG00000033981.14	FBgn0264000	n:m	770486
ENSMUSG00000028011.16	FBgn0003965	1:1	834914
ENSMUSG00000028008.10	FBgn0034730	n:m	544073
ENSMUSG00000028008.10	FBgn0052792	n:m	
ENSMUSG00000028005.13	FBgn0013973	1:1	552068
ENSMUSG00000027998.11	FBgn0030365	1:1	547150
ENSMUSG00000104043.1	FBgn0031980	n:1	
ENSMUSG00000102805.5	FBgn0037884	n:1	
ENSMUSG00000028085.12	FBgn0039153	1:1	790286
ENSMUSG00000031286.6	FBgn0039639	n:1	767468
ENSMUSG00000028081.6	FBgn0017545	1:1	838627
ENSMUSG00000028080.16	FBgn0266098	n:1	
ENSMUSG00000057777.4	FBgn0027546	n:m	823019
ENSMUSG00000057777.4	FBgn0029003	n:m	
ENSMUSG00000028078.14	FBgn0261387	1:1	548584
ENSMUSG00000041734.15	FBgn0003285	n:1	
ENSMUSG00000028073.15	FBgn0027594	n:1	
ENSMUSG00000005640.11	FBgn0032752	1:1	
ENSMUSG00000004895.9	FBgn0035249	1:1	
ENSMUSG00000019710.13	FBgn0031651	1:1	861254
ENSMUSG00000004896.16	FBgn0033240	1:1	849921
ENSMUSG00000004891.16	FBgn0037810	1:1	
ENSMUSG00000028069.16	FBgn0039829	1:1	549325
ENSMUSG00000028070.7	FBgn0030178	1:1	637989
ENSMUSG00000104445.1	FBgn0028699	n:1	
ENSMUSG00000103766.5	FBgn0028699	n:1	
ENSMUSG00000001416.13	FBgn0015019	1:1	636213
ENSMUSG00000001415.10	FBgn0019890	1:1	845251
ENSMUSG00000050144.13	FBgn0039223	1:1	498005
ENSMUSG00000028063.15	FBgn0002525	n:m	
ENSMUSG00000028063.15	FBgn0010397	n:m	548049
ENSMUSG00000028062.15	FBgn0034350	1:1	659013
ENSMUSG00000008604.11	FBgn0031057	n:1	
ENSMUSG00000041355.13	FBgn0011016	1:1	850573
ENSMUSG00000028057.14	FBgn0265605	n:1	
ENSMUSG00000068922.14	FBgn0020272	1:1	530486
ENSMUSG00000068921.14	FBgn0034727	1:1	514915
ENSMUSG00000059743.12	FBgn0025373	1:1	858646
ENSMUSG00000028051.10	FBgn0263397	1:1	
ENSMUSG00000068917.12	FBgn0265998	1:1	547646
ENSMUSG00000028048.11	FBgn0051148	1:m	
ENSMUSG00000028048.11	FBgn0051414	1:m	512864
ENSMUSG00000064068.13	FBgn0037710	n:1	
ENSMUSG00000028047.11	FBgn0031850	n:1	
ENSMUSG00000042747.12	FBgn0051460	1:1	542403
ENSMUSG00000042737.9	FBgn0053977	1:1	496668
ENSMUSG00000042672.15	FBgn0086916	1:1	767569
ENSMUSG00000109293.1	FBgn0035099	1:1	767568
ENSMUSG00000028044.6	FBgn0010314	n:m	846365
ENSMUSG00000028044.6	FBgn0037613	n:m	
ENSMUSG00000042626.13	FBgn0015296	n:1	843148
ENSMUSG00000027952.16	FBgn0032811	1:1	850051
ENSMUSG00000060671.12	FBgn0037989	n:1	523674
ENSMUSG00000042520.16	FBgn0020279	n:1	
ENSMUSG00000027940.18	FBgn0004117	n:1	
ENSMUSG00000027939.11	FBgn0266580	n:1	
ENSMUSG00000090733.6	FBgn0039300	n:1	
ENSMUSG00000027937.15	FBgn0025820	1:1	851802
ENSMUSG00000042404.16	FBgn0025864	n:1	
ENSMUSG00000027933.11	FBgn0262117	1:1	671910
ENSMUSG00000027931.12	FBgn0051183	1:1	554345
ENSMUSG00000001016.12	FBgn0038046	1:1	269880
ENSMUSG00000001018.15	FBgn0031455	1:1	832874
ENSMUSG00000043165.7	FBgn0032285	n:1	
ENSMUSG00000042165.8	FBgn0033886	n:1	
ENSMUSG00000049593.8	FBgn0085196	1:1	
ENSMUSG00000028150.14	FBgn0000448	n:1	
ENSMUSG00000041912.12	FBgn0031401	1:1	850540
ENSMUSG00000028140.13	FBgn0038319	1:1	803576
ENSMUSG00000028136.15	FBgn0052758	1:1	810100
ENSMUSG00000068877.12	FBgn0038115	n:1	
ENSMUSG00000005779.12	FBgn0250746	1:1	865180
ENSMUSG00000068874.13	FBgn0038115	n:1	838514
ENSMUSG00000019338.13	FBgn0052767	1:1	
ENSMUSG00000005625.15	FBgn0015283	1:1	842869
ENSMUSG00000008958.14	FBgn0032321	1:1	547357
ENSMUSG00000005628.12	FBgn0082582	n:1	
ENSMUSG00000015711.8	FBgn0003116	1:1	846391
ENSMUSG00000038619.12	FBgn0061515	n:1	
ENSMUSG00000015850.11	FBgn0032252	n:1	
ENSMUSG00000015748.13	FBgn0036915	1:1	495562
ENSMUSG00000054312.6	FBgn0044511	1:1	309864
ENSMUSG00000015750.15	FBgn0031458	n:1	840753
ENSMUSG00000015747.5	FBgn0261049	1:1	738123
ENSMUSG00000068856.3	FBgn0015818	1:1	547410
ENSMUSG00000015943.11	FBgn0051126	1:1	741772
ENSMUSG00000068855.3	FBgn0051618	n:m	
ENSMUSG00000068855.3	FBgn0053808	n:m	
ENSMUSG00000068855.3	FBgn0053814	n:m	
ENSMUSG00000068855.3	FBgn0053817	n:m	
ENSMUSG00000068855.3	FBgn0053820	n:m	
ENSMUSG00000068855.3	FBgn0053823	n:m	
ENSMUSG00000068855.3	FBgn0053826	n:m	
ENSMUSG00000068855.3	FBgn0053829	n:m	
ENSMUSG00000068855.3	FBgn0053832	n:m	
ENSMUSG00000068855.3	FBgn0053835	n:m	
ENSMUSG00000068855.3	FBgn0053838	n:m	
ENSMUSG00000068855.3	FBgn0053841	n:m	
ENSMUSG00000068855.3	FBgn0053844	n:m	
ENSMUSG00000068855.3	FBgn0053847	n:m	
ENSMUSG00000068855.3	FBgn0053850	n:m	
ENSMUSG00000068855.3	FBgn0053853	n:m	
ENSMUSG00000068855.3	FBgn0053856	n:m	
ENSMUSG00000068855.3	FBgn0053859	n:m	
ENSMUSG00000068855.3	FBgn0053862	n:m	862326
ENSMUSG00000068855.3	FBgn0053865	n:m	
ENSMUSG00000081058.5	FBgn0053803	n:m	
ENSMUSG00000081058.5	FBgn0051613	n:m	
ENSMUSG00000081058.5	FBgn0053806	n:m	
ENSMUSG00000081058.5	FBgn0053809	n:m	
ENSMUSG00000081058.5	FBgn0053812	n:m	
ENSMUSG00000081058.5	FBgn0053815	n:m	
ENSMUSG00000081058.5	FBgn0053818	n:m	
ENSMUSG00000081058.5	FBgn0053821	n:m	
ENSMUSG00000081058.5	FBgn0053824	n:m	
ENSMUSG00000081058.5	FBgn0053827	n:m	
ENSMUSG00000081058.5	FBgn0053830	n:m	
ENSMUSG00000081058.5	FBgn0053833	n:m	
ENSMUSG00000081058.5	FBgn0053836	n:m	
ENSMUSG00000081058.5	FBgn0053839	n:m	
ENSMUSG00000081058.5	FBgn0053842	n:m	
ENSMUSG00000081058.5	FBgn0053845	n:m	
ENSMUSG00000081058.5	FBgn0053848	n:m	
ENSMUSG00000081058.5	FBgn0053851	n:m	
ENSMUSG00000081058.5	FBgn0053854	n:m	
ENSMUSG00000081058.5	FBgn0053857	n:m	
ENSMUSG00000081058.5	FBgn0053860	n:m	
ENSMUSG00000081058.5	FBgn0053863	n:m	
ENSMUSG00000081058.5	FBgn0053866	n:m	
ENSMUSG00000063954.7	FBgn0051618	n:m	
ENSMUSG00000063954.7	FBgn0053808	n:m	
ENSMUSG00000063954.7	FBgn0053814	n:m	
ENSMUSG00000063954.7	FBgn0053817	n:m	
ENSMUSG00000063954.7	FBgn0053820	n:m	
ENSMUSG00000063954.7	FBgn0053823	n:m	
ENSMUSG00000063954.7	FBgn0053826	n:m	
ENSMUSG00000063954.7	FBgn0053829	n:m	
ENSMUSG00000063954.7	FBgn0053832	n:m	
ENSMUSG00000063954.7	FBgn0053835	n:m	
ENSMUSG00000063954.7	FBgn0053838	n:m	
ENSMUSG00000063954.7	FBgn0053841	n:m	
ENSMUSG00000063954.7	FBgn0053844	n:m	
ENSMUSG00000063954.7	FBgn0053847	n:m	
ENSMUSG00000063954.7	FBgn0053850	n:m	
ENSMUSG00000063954.7	FBgn0053853	n:m	
ENSMUSG00000063954.7	FBgn0053856	n:m	
ENSMUSG00000063954.7	FBgn0053859	n:m	
ENSMUSG00000063954.7	FBgn0053862	n:m	
ENSMUSG00000063954.7	FBgn0053865	n:m	
ENSMUSG00000064220.6	FBgn0051618	n:m	
ENSMUSG00000064220.6	FBgn0053808	n:m	
ENSMUSG00000064220.6	FBgn0053814	n:m	
ENSMUSG00000064220.6	FBgn0053817	n:m	
ENSMUSG00000064220.6	FBgn0053820	n:m	
ENSMUSG00000064220.6	FBgn0053823	n:m	
ENSMUSG00000064220.6	FBgn0053826	n:m	
ENSMUSG00000064220.6	FBgn0053829	n:m	
ENSMUSG00000064220.6	FBgn0053832	n:m	
ENSMUSG00000064220.6	FBgn0053835	n:m	
ENSMUSG00000064220.6	FBgn0053838	n:m	
ENSMUSG00000064220.6	FBgn0053841	n:m	
ENSMUSG00000064220.6	FBgn0053844	n:m	
ENSMUSG00000064220.6	FBgn0053847	n:m	
ENSMUSG00000064220.6	FBgn0053850	n:m	
ENSMUSG00000064220.6	FBgn0053853	n:m	
ENSMUSG00000064220.6	FBgn0053856	n:m	
ENSMUSG00000064220.6	FBgn0053859	n:m	862325
ENSMUSG00000064220.6	FBgn0053862	n:m	
ENSMUSG00000064220.6	FBgn0053865	n:m	
ENSMUSG00000093769.4	FBgn0053803	n:m	
ENSMUSG00000093769.4	FBgn0051613	n:m	
ENSMUSG00000093769.4	FBgn0053806	n:m	
ENSMUSG00000093769.4	FBgn0053809	n:m	
ENSMUSG00000093769.4	FBgn0053812	n:m	
ENSMUSG00000093769.4	FBgn0053815	n:m	497248
ENSMUSG00000093769.4	FBgn0053818	n:m	
ENSMUSG00000093769.4	FBgn0053821	n:m	
ENSMUSG00000093769.4	FBgn0053824	n:m	
ENSMUSG00000093769.4	FBgn0053827	n:m	
ENSMUSG00000093769.4	FBgn0053830	n:m	
ENSMUSG00000093769.4	FBgn0053833	n:m	
ENSMUSG00000093769.4	FBgn0053836	n:m	
ENSMUSG00000093769.4	FBgn0053839	n:m	
ENSMUSG00000093769.4	FBgn0053842	n:m	
ENSMUSG00000093769.4	FBgn0053845	n:m	
ENSMUSG00000093769.4	FBgn0053848	n:m	
ENSMUSG00000093769.4	FBgn0053851	n:m	
ENSMUSG00000093769.4	FBgn0053854	n:m	
ENSMUSG00000093769.4	FBgn0053857	n:m	
ENSMUSG00000093769.4	FBgn0053860	n:m	
ENSMUSG00000093769.4	FBgn0053863	n:m	
ENSMUSG00000093769.4	FBgn0053866	n:m	
ENSMUSG00000091405.2	FBgn0053909	n:m	
ENSMUSG00000091405.2	FBgn0051611	n:m	
ENSMUSG00000091405.2	FBgn0053907	n:m	
ENSMUSG00000091405.2	FBgn0053905	n:m	
ENSMUSG00000091405.2	FBgn0053903	n:m	
ENSMUSG00000091405.2	FBgn0053901	n:m	
ENSMUSG00000091405.2	FBgn0053899	n:m	
ENSMUSG00000091405.2	FBgn0053897	n:m	
ENSMUSG00000091405.2	FBgn0053895	n:m	681437
ENSMUSG00000091405.2	FBgn0053893	n:m	
ENSMUSG00000091405.2	FBgn0053891	n:m	
ENSMUSG00000091405.2	FBgn0053889	n:m	
ENSMUSG00000091405.2	FBgn0053887	n:m	
ENSMUSG00000091405.2	FBgn0053885	n:m	
ENSMUSG00000091405.2	FBgn0053883	n:m	
ENSMUSG00000091405.2	FBgn0053881	n:m	
ENSMUSG00000091405.2	FBgn0053879	n:m	
ENSMUSG00000091405.2	FBgn0053877	n:m	
ENSMUSG00000091405.2	FBgn0053875	n:m	
ENSMUSG00000091405.2	FBgn0053873	n:m	
ENSMUSG00000091405.2	FBgn0053871	n:m	
ENSMUSG00000091405.2	FBgn0053869	n:m	
ENSMUSG00000091405.2	FBgn0013981	n:m	
ENSMUSG00000074403.2	FBgn0053803	n:m	
ENSMUSG00000074403.2	FBgn0051613	n:m	
ENSMUSG00000074403.2	FBgn0053806	n:m	
ENSMUSG00000074403.2	FBgn0053809	n:m	
ENSMUSG00000074403.2	FBgn0053812	n:m	
ENSMUSG00000074403.2	FBgn0053815	n:m	
ENSMUSG00000074403.2	FBgn0053818	n:m	497246
ENSMUSG00000074403.2	FBgn0053821	n:m	
ENSMUSG00000074403.2	FBgn0053824	n:m	
ENSMUSG00000074403.2	FBgn0053827	n:m	
ENSMUSG00000074403.2	FBgn0053830	n:m	
ENSMUSG00000074403.2	FBgn0053833	n:m	
ENSMUSG00000074403.2	FBgn0053836	n:m	
ENSMUSG00000074403.2	FBgn0053839	n:m	
ENSMUSG00000074403.2	FBgn0053842	n:m	
ENSMUSG00000074403.2	FBgn0053845	n:m	
ENSMUSG00000074403.2	FBgn0053848	n:m	
ENSMUSG00000074403.2	FBgn0053851	n:m	
ENSMUSG00000074403.2	FBgn0053854	n:m	
ENSMUSG00000074403.2	FBgn0053857	n:m	
ENSMUSG00000074403.2	FBgn0053860	n:m	
