mouse_ID	zebrafish_ID	orthotype	OMAgroup
ENSMUSG00000004364	ENSDARG00000100108	1:m	833363
ENSMUSG00000004364	ENSDARG00000038967	1:m	
ENSMUSG00000038608	ENSDARG00000075327	1:1	685654
ENSMUSG00000054976	ENSDARG00000079581	1:1	789874
ENSMUSG00000055980	ENSDARG00000054087	1:1	786236
ENSMUSG00000026142	ENSDARG00000021046	1:1	511465
ENSMUSG00000026150	ENSDARG00000053753	1:m	772150
ENSMUSG00000026150	ENSDARG00000039203	1:m	
ENSMUSG00000026159	ENSDARG00000030020	1:m	551785
ENSMUSG00000026159	ENSDARG00000019526	1:m	
ENSMUSG00000038496	ENSDARG00000061103	1:1	
ENSMUSG00000026166	ENSDARG00000094511	1:1	753962
ENSMUSG00000053161	ENSDARG00000021462	1:1	547533
ENSMUSG00000026163	ENSDARG00000017429	1:1	800013
ENSMUSG00000045658	ENSDARG00000098984	1:1	831161
ENSMUSG00000036766	ENSDARG00000061031	1:1	551972
ENSMUSG00000026219	ENSDARG00000061397	1:1	739650
ENSMUSG00000073633	ENSDARG00000010662	1:m	
ENSMUSG00000073633	ENSDARG00000039152	1:m	801485
ENSMUSG00000070031	ENSDARG00000055359	1:1	
ENSMUSG00000036707	ENSDARG00000043451	1:1	834773
ENSMUSG00000026223	ENSDARG00000039650	1:1	
ENSMUSG00000026229	ENSDARG00000003189	1:1	864627
ENSMUSG00000026228	ENSDARG00000070940	1:1	544185
ENSMUSG00000079445	ENSDARG00000038489	1:1	749434
ENSMUSG00000026234	ENSDARG00000002710	1:1	547616
ENSMUSG00000026238	ENSDARG00000021113	1:1	554197
ENSMUSG00000026239	ENSDARG00000074892	1:1	835340
ENSMUSG00000026240	ENSDARG00000022788	n:1	
ENSMUSG00000026241	ENSDARG00000068126	1:1	793941
ENSMUSG00000053333	ENSDARG00000033259	1:1	548650
ENSMUSG00000026246	ENSDARG00000015273	1:1	
ENSMUSG00000026251	ENSDARG00000019342	1:1	637252
ENSMUSG00000026253	ENSDARG00000086647	1:1	816769
ENSMUSG00000026254	ENSDARG00000038585	1:1	841553
ENSMUSG00000026255	ENSDARG00000043446	1:1	812565
ENSMUSG00000048000	ENSDARG00000009735	1:1	549280
ENSMUSG00000079436	ENSDARG00000043443	1:1	824413
ENSMUSG00000026259	ENSDARG00000076179	1:1	553533
ENSMUSG00000026288	ENSDARG00000074283	1:1	742420
ENSMUSG00000026289	ENSDARG00000099430	1:1	547483
ENSMUSG00000056055	ENSDARG00000038378	1:m	
ENSMUSG00000056055	ENSDARG00000012610	1:m	818438
ENSMUSG00000005501	ENSDARG00000071197	1:1	777867
ENSMUSG00000090165	ENSDARG00000101176	n:m	
ENSMUSG00000090165	ENSDARG00000089507	n:m	827153
ENSMUSG00000090165	ENSDARG00000097024	n:m	
ENSMUSG00000090165	ENSDARG00000097979	n:m	
ENSMUSG00000090165	ENSDARG00000097231	n:m	
ENSMUSG00000090165	ENSDARG00000097491	n:m	
ENSMUSG00000090165	ENSDARG00000006220	n:m	
ENSMUSG00000090175	ENSDARG00000101176	n:m	
ENSMUSG00000090175	ENSDARG00000089507	n:m	
ENSMUSG00000090175	ENSDARG00000097024	n:m	
ENSMUSG00000090175	ENSDARG00000097979	n:m	
ENSMUSG00000090175	ENSDARG00000097231	n:m	
ENSMUSG00000090175	ENSDARG00000097491	n:m	
ENSMUSG00000090175	ENSDARG00000006220	n:m	
ENSMUSG00000089675	ENSDARG00000101176	n:m	
ENSMUSG00000089675	ENSDARG00000089507	n:m	
ENSMUSG00000089675	ENSDARG00000097024	n:m	
ENSMUSG00000089675	ENSDARG00000097979	n:m	
ENSMUSG00000089675	ENSDARG00000097231	n:m	
ENSMUSG00000089675	ENSDARG00000097491	n:m	
ENSMUSG00000089675	ENSDARG00000006220	n:m	
ENSMUSG00000090124	ENSDARG00000101176	n:m	
ENSMUSG00000090124	ENSDARG00000089507	n:m	
ENSMUSG00000090124	ENSDARG00000097024	n:m	
ENSMUSG00000090124	ENSDARG00000097979	n:m	
ENSMUSG00000090124	ENSDARG00000097231	n:m	827079
ENSMUSG00000090124	ENSDARG00000097491	n:m	
ENSMUSG00000090124	ENSDARG00000006220	n:m	
ENSMUSG00000090145	ENSDARG00000101176	n:m	827070
ENSMUSG00000090145	ENSDARG00000089507	n:m	
ENSMUSG00000090145	ENSDARG00000097024	n:m	
ENSMUSG00000090145	ENSDARG00000097979	n:m	
ENSMUSG00000090145	ENSDARG00000097231	n:m	
ENSMUSG00000090145	ENSDARG00000097491	n:m	
ENSMUSG00000090145	ENSDARG00000006220	n:m	
ENSMUSG00000089943	ENSDARG00000101176	n:m	
ENSMUSG00000089943	ENSDARG00000089507	n:m	
ENSMUSG00000089943	ENSDARG00000097024	n:m	
ENSMUSG00000089943	ENSDARG00000097979	n:m	
ENSMUSG00000089943	ENSDARG00000097231	n:m	
ENSMUSG00000089943	ENSDARG00000097491	n:m	827208
ENSMUSG00000089943	ENSDARG00000006220	n:m	
ENSMUSG00000090171	ENSDARG00000101176	n:m	
ENSMUSG00000090171	ENSDARG00000089507	n:m	
ENSMUSG00000090171	ENSDARG00000097024	n:m	827064
ENSMUSG00000090171	ENSDARG00000097979	n:m	
ENSMUSG00000090171	ENSDARG00000097231	n:m	
ENSMUSG00000090171	ENSDARG00000097491	n:m	
ENSMUSG00000090171	ENSDARG00000006220	n:m	
ENSMUSG00000089960	ENSDARG00000101176	n:m	
ENSMUSG00000089960	ENSDARG00000089507	n:m	
ENSMUSG00000089960	ENSDARG00000097024	n:m	
ENSMUSG00000089960	ENSDARG00000097979	n:m	
ENSMUSG00000089960	ENSDARG00000097231	n:m	
ENSMUSG00000089960	ENSDARG00000097491	n:m	
ENSMUSG00000089960	ENSDARG00000006220	n:m	827087
ENSMUSG00000049866	ENSDARG00000057606	1:m	
ENSMUSG00000049866	ENSDARG00000032708	1:m	775034
ENSMUSG00000036206	ENSDARG00000020000	1:1	769146
ENSMUSG00000055013	ENSDARG00000062123	1:1	734471
ENSMUSG00000034486	ENSDARG00000002933	1:1	270778
ENSMUSG00000067081	ENSDARG00000012948	1:1	796483
ENSMUSG00000026301	ENSDARG00000057276	1:m	828775
ENSMUSG00000026301	ENSDARG00000069230	1:m	
ENSMUSG00000044337	ENSDARG00000058179	1:1	795290
ENSMUSG00000034432	ENSDARG00000024846	1:1	516885
ENSMUSG00000048126	ENSDARG00000077139	1:1	804104
ENSMUSG00000026303	ENSDARG00000070991	1:m	838509
ENSMUSG00000026303	ENSDARG00000062481	1:m	
ENSMUSG00000034353	ENSDARG00000056704	1:1	736886
ENSMUSG00000034343	ENSDARG00000025754	1:1	840735
ENSMUSG00000026307	ENSDARG00000073813	1:1	785303
ENSMUSG00000049515	ENSDARG00000093112	1:m	
ENSMUSG00000049515	ENSDARG00000078211	1:m	817985
ENSMUSG00000026308	ENSDARG00000076094	1:1	551630
ENSMUSG00000047443	ENSDARG00000055498	1:1	804167
ENSMUSG00000026309	ENSDARG00000040615	1:1	548152
ENSMUSG00000067071	ENSDARG00000019335	1:1	
ENSMUSG00000055866	ENSDARG00000034503	1:1	
ENSMUSG00000034292	ENSDARG00000010300	1:1	548319
ENSMUSG00000026311	ENSDARG00000026635	1:1	553770
ENSMUSG00000007805	ENSDARG00000078266	1:1	764325
ENSMUSG00000026313	ENSDARG00000098349	1:1	842533
ENSMUSG00000026260	ENSDARG00000013333	1:1	679345
ENSMUSG00000073616	ENSDARG00000045296	1:1	310715
ENSMUSG00000044055	ENSDARG00000108475	1:1	818571
ENSMUSG00000034220	ENSDARG00000019341	1:m	829025
ENSMUSG00000034220	ENSDARG00000090585	1:m	
ENSMUSG00000034212	ENSDARG00000062702	1:1	787474
ENSMUSG00000047067	ENSDARG00000059695	1:1	709093
ENSMUSG00000026269	ENSDARG00000007813	1:1	797493
ENSMUSG00000026270	ENSDARG00000076634	1:1	530170
ENSMUSG00000045091	ENSDARG00000043279	1:1	803540
ENSMUSG00000014602	ENSDARG00000062024	1:m	685789
ENSMUSG00000014602	ENSDARG00000061817	1:m	
ENSMUSG00000026272	ENSDARG00000018478	1:m	
ENSMUSG00000026272	ENSDARG00000052099	1:m	857298
ENSMUSG00000047793	ENSDARG00000044433	1:1	814005
ENSMUSG00000026273	ENSDARG00000079124	1:1	845052
ENSMUSG00000026274	ENSDARG00000075008	1:1	553324
ENSMUSG00000026275	ENSDARG00000009740	1:1	547225
ENSMUSG00000034107	ENSDARG00000104834	1:1	796226
ENSMUSG00000034088	ENSDARG00000009830	1:1	858068
ENSMUSG00000026276	ENSDARG00000027590	1:1	839011
ENSMUSG00000034066	ENSDARG00000016429	1:1	835882
ENSMUSG00000026277	ENSDARG00000023878	1:1	
ENSMUSG00000026278	ENSDARG00000052129	1:1	772199
ENSMUSG00000026279	ENSDARG00000077323	1:1	857525
ENSMUSG00000026280	ENSDARG00000052104	1:1	833911
ENSMUSG00000026281	ENSDARG00000052103	1:1	822756
ENSMUSG00000026283	ENSDARG00000022413	1:1	547521
ENSMUSG00000073609	ENSDARG00000060210	1:1	844143
ENSMUSG00000034000	ENSDARG00000057677	1:1	810567
ENSMUSG00000040710	ENSDARG00000103600	1:1	824207
ENSMUSG00000044768	ENSDARG00000093498	1:1	795718
ENSMUSG00000040648	ENSDARG00000078441	1:1	857452
ENSMUSG00000026335	ENSDARG00000100170	1:1	852085
ENSMUSG00000067028	ENSDARG00000073802	n:m	
ENSMUSG00000067028	ENSDARG00000075189	n:m	560688
ENSMUSG00000067028	ENSDARG00000073920	n:m	
ENSMUSG00000047496	ENSDARG00000087782	1:1	276172
ENSMUSG00000056536	ENSDARG00000077532	1:1	863337
ENSMUSG00000026319	ENSDARG00000101443	1:1	843316
ENSMUSG00000026321	ENSDARG00000087804	1:1	834186
ENSMUSG00000038866	ENSDARG00000067950	1:1	774530
ENSMUSG00000044340	ENSDARG00000078694	1:1	550060
ENSMUSG00000057329	ENSDARG00000094704	1:m	
ENSMUSG00000057329	ENSDARG00000089109	1:m	833256
ENSMUSG00000009905	ENSDARG00000012021	1:1	508568
ENSMUSG00000009907	ENSDARG00000069175	1:1	848774
ENSMUSG00000026315	ENSDARG00000014556	n:1	
ENSMUSG00000026312	ENSDARG00000023542	1:1	552141
ENSMUSG00000038702	ENSDARG00000061461	1:1	
ENSMUSG00000070695	ENSDARG00000073802	n:m	
ENSMUSG00000070695	ENSDARG00000075189	n:m	
ENSMUSG00000070695	ENSDARG00000073920	n:m	552751
ENSMUSG00000100617	ENSDARG00000093143	n:m	
ENSMUSG00000100617	ENSDARG00000087212	n:m	
ENSMUSG00000100617	ENSDARG00000108615	n:m	
ENSMUSG00000100617	ENSDARG00000089607	n:m	
ENSMUSG00000100617	ENSDARG00000053165	n:m	
ENSMUSG00000100617	ENSDARG00000096708	n:m	
ENSMUSG00000100617	ENSDARG00000103196	n:m	
ENSMUSG00000100617	ENSDARG00000108833	n:m	
ENSMUSG00000100617	ENSDARG00000035221	n:m	
ENSMUSG00000100617	ENSDARG00000105074	n:m	
ENSMUSG00000100617	ENSDARG00000106349	n:m	
ENSMUSG00000100617	ENSDARG00000089947	n:m	
ENSMUSG00000100617	ENSDARG00000099082	n:m	
ENSMUSG00000100617	ENSDARG00000103222	n:m	
ENSMUSG00000100617	ENSDARG00000098923	n:m	
ENSMUSG00000100617	ENSDARG00000094216	n:m	
ENSMUSG00000100617	ENSDARG00000104985	n:m	
ENSMUSG00000100617	ENSDARG00000103777	n:m	
ENSMUSG00000100617	ENSDARG00000100355	n:m	
ENSMUSG00000100617	ENSDARG00000078281	n:m	
ENSMUSG00000100617	ENSDARG00000104584	n:m	
ENSMUSG00000100617	ENSDARG00000088214	n:m	
ENSMUSG00000100617	ENSDARG00000101105	n:m	
ENSMUSG00000100617	ENSDARG00000093489	n:m	
ENSMUSG00000100617	ENSDARG00000104762	n:m	
ENSMUSG00000100617	ENSDARG00000093831	n:m	
ENSMUSG00000100617	ENSDARG00000094147	n:m	
ENSMUSG00000100617	ENSDARG00000102799	n:m	
ENSMUSG00000100617	ENSDARG00000101149	n:m	
ENSMUSG00000100617	ENSDARG00000107562	n:m	
ENSMUSG00000100617	ENSDARG00000104604	n:m	584942
ENSMUSG00000100617	ENSDARG00000101548	n:m	
ENSMUSG00000100617	ENSDARG00000100479	n:m	
ENSMUSG00000100617	ENSDARG00000099444	n:m	
ENSMUSG00000100617	ENSDARG00000100793	n:m	
ENSMUSG00000100617	ENSDARG00000103879	n:m	
ENSMUSG00000100617	ENSDARG00000100277	n:m	
ENSMUSG00000100617	ENSDARG00000095521	n:m	
ENSMUSG00000100617	ENSDARG00000098138	n:m	
ENSMUSG00000100617	ENSDARG00000099795	n:m	
ENSMUSG00000100617	ENSDARG00000106588	n:m	
ENSMUSG00000100617	ENSDARG00000106807	n:m	
ENSMUSG00000100617	ENSDARG00000104038	n:m	
ENSMUSG00000100617	ENSDARG00000101463	n:m	
ENSMUSG00000100617	ENSDARG00000102102	n:m	
ENSMUSG00000100617	ENSDARG00000098447	n:m	
ENSMUSG00000100617	ENSDARG00000101881	n:m	
ENSMUSG00000100617	ENSDARG00000100896	n:m	
ENSMUSG00000100617	ENSDARG00000103405	n:m	
ENSMUSG00000100617	ENSDARG00000108246	n:m	
ENSMUSG00000100617	ENSDARG00000101229	n:m	
ENSMUSG00000100617	ENSDARG00000100207	n:m	
ENSMUSG00000100617	ENSDARG00000096205	n:m	
ENSMUSG00000100617	ENSDARG00000101817	n:m	
ENSMUSG00000100617	ENSDARG00000105170	n:m	
ENSMUSG00000100617	ENSDARG00000086041	n:m	
ENSMUSG00000100617	ENSDARG00000093220	n:m	
ENSMUSG00000100617	ENSDARG00000094459	n:m	
ENSMUSG00000100617	ENSDARG00000102370	n:m	
ENSMUSG00000100617	ENSDARG00000098170	n:m	
ENSMUSG00000100617	ENSDARG00000100112	n:m	
ENSMUSG00000100617	ENSDARG00000105940	n:m	
ENSMUSG00000100617	ENSDARG00000087837	n:m	
ENSMUSG00000100617	ENSDARG00000095257	n:m	
ENSMUSG00000100617	ENSDARG00000102681	n:m	
ENSMUSG00000100617	ENSDARG00000088640	n:m	
ENSMUSG00000100617	ENSDARG00000092994	n:m	
ENSMUSG00000100617	ENSDARG00000090769	n:m	
ENSMUSG00000100617	ENSDARG00000096107	n:m	
ENSMUSG00000100617	ENSDARG00000096216	n:m	
ENSMUSG00000100617	ENSDARG00000104690	n:m	
ENSMUSG00000100617	ENSDARG00000100673	n:m	
ENSMUSG00000100617	ENSDARG00000108245	n:m	
ENSMUSG00000100617	ENSDARG00000104397	n:m	
ENSMUSG00000100617	ENSDARG00000107483	n:m	
ENSMUSG00000100617	ENSDARG00000086720	n:m	
ENSMUSG00000100617	ENSDARG00000096172	n:m	
ENSMUSG00000100617	ENSDARG00000094902	n:m	
ENSMUSG00000100617	ENSDARG00000096222	n:m	
ENSMUSG00000100617	ENSDARG00000095414	n:m	
ENSMUSG00000100617	ENSDARG00000092436	n:m	
ENSMUSG00000100617	ENSDARG00000100838	n:m	
ENSMUSG00000100617	ENSDARG00000102695	n:m	
ENSMUSG00000100617	ENSDARG00000103680	n:m	
ENSMUSG00000100617	ENSDARG00000099845	n:m	
ENSMUSG00000100617	ENSDARG00000107177	n:m	
ENSMUSG00000100617	ENSDARG00000103417	n:m	
ENSMUSG00000100617	ENSDARG00000104697	n:m	
ENSMUSG00000100617	ENSDARG00000095198	n:m	
ENSMUSG00000100617	ENSDARG00000102016	n:m	
ENSMUSG00000100617	ENSDARG00000096152	n:m	
ENSMUSG00000100617	ENSDARG00000092475	n:m	
ENSMUSG00000100617	ENSDARG00000104794	n:m	
ENSMUSG00000100617	ENSDARG00000095126	n:m	
ENSMUSG00000100617	ENSDARG00000106194	n:m	
ENSMUSG00000100617	ENSDARG00000104006	n:m	
ENSMUSG00000100617	ENSDARG00000098265	n:m	
ENSMUSG00000100617	ENSDARG00000106422	n:m	
ENSMUSG00000100617	ENSDARG00000102074	n:m	
ENSMUSG00000100617	ENSDARG00000100434	n:m	
ENSMUSG00000100617	ENSDARG00000101843	n:m	
ENSMUSG00000100617	ENSDARG00000099952	n:m	
ENSMUSG00000100617	ENSDARG00000088847	n:m	
ENSMUSG00000100617	ENSDARG00000104580	n:m	
ENSMUSG00000100617	ENSDARG00000105217	n:m	
ENSMUSG00000100617	ENSDARG00000101528	n:m	
ENSMUSG00000100617	ENSDARG00000104892	n:m	
ENSMUSG00000100617	ENSDARG00000093944	n:m	
ENSMUSG00000100617	ENSDARG00000094413	n:m	
ENSMUSG00000100617	ENSDARG00000102133	n:m	
ENSMUSG00000100617	ENSDARG00000104062	n:m	
ENSMUSG00000100617	ENSDARG00000103547	n:m	
ENSMUSG00000100617	ENSDARG00000098062	n:m	
ENSMUSG00000100617	ENSDARG00000099847	n:m	
ENSMUSG00000100617	ENSDARG00000100485	n:m	
ENSMUSG00000100617	ENSDARG00000101797	n:m	
ENSMUSG00000100617	ENSDARG00000107045	n:m	
ENSMUSG00000100617	ENSDARG00000098192	n:m	
ENSMUSG00000100617	ENSDARG00000103497	n:m	
ENSMUSG00000100617	ENSDARG00000102819	n:m	
ENSMUSG00000100617	ENSDARG00000098101	n:m	
ENSMUSG00000100617	ENSDARG00000104561	n:m	
ENSMUSG00000100617	ENSDARG00000103307	n:m	
ENSMUSG00000100617	ENSDARG00000098960	n:m	
ENSMUSG00000100617	ENSDARG00000101974	n:m	
ENSMUSG00000100617	ENSDARG00000100390	n:m	
ENSMUSG00000100617	ENSDARG00000092608	n:m	
ENSMUSG00000100617	ENSDARG00000105831	n:m	
ENSMUSG00000100617	ENSDARG00000104844	n:m	
ENSMUSG00000100617	ENSDARG00000099884	n:m	
ENSMUSG00000100617	ENSDARG00000106552	n:m	
ENSMUSG00000100617	ENSDARG00000101857	n:m	
ENSMUSG00000100617	ENSDARG00000100297	n:m	
ENSMUSG00000100617	ENSDARG00000099007	n:m	
ENSMUSG00000100617	ENSDARG00000099622	n:m	
ENSMUSG00000100617	ENSDARG00000100587	n:m	
ENSMUSG00000100617	ENSDARG00000102148	n:m	
ENSMUSG00000100617	ENSDARG00000100415	n:m	
ENSMUSG00000026374	ENSDARG00000041830	1:1	848595
ENSMUSG00000026377	ENSDARG00000040666	1:1	610766
ENSMUSG00000064302	ENSDARG00000010280	1:1	547393
ENSMUSG00000048402	ENSDARG00000020884	1:m	
ENSMUSG00000048402	ENSDARG00000025641	1:m	813294
ENSMUSG00000037035	ENSDARG00000103892	1:1	830955
ENSMUSG00000004451	ENSDARG00000040778	1:1	522179
ENSMUSG00000026383	ENSDARG00000032324	1:1	809665
ENSMUSG00000026384	ENSDARG00000000631	1:1	830263
ENSMUSG00000036975	ENSDARG00000069301	1:1	830297
ENSMUSG00000036962	ENSDARG00000087107	1:1	831208
ENSMUSG00000050777	ENSDARG00000059305	1:1	264627
ENSMUSG00000026385	ENSDARG00000026369	1:1	854988
ENSMUSG00000026388	ENSDARG00000037199	1:1	659009
ENSMUSG00000026389	ENSDARG00000075641	1:1	
ENSMUSG00000036907	ENSDARG00000015592	1:1	553768
ENSMUSG00000026390	ENSDARG00000059294	1:1	551262
ENSMUSG00000003721	ENSDARG00000037203	1:1	705924
ENSMUSG00000026339	ENSDARG00000040678	1:1	714248
ENSMUSG00000001674	ENSDARG00000030789	1:1	547025
ENSMUSG00000026343	ENSDARG00000102888	1:1	657300
ENSMUSG00000036155	ENSDARG00000071506	1:1	789895
ENSMUSG00000026347	ENSDARG00000088227	1:m	
ENSMUSG00000026347	ENSDARG00000079858	1:m	845083
ENSMUSG00000026348	ENSDARG00000062549	1:1	524371
ENSMUSG00000026349	ENSDARG00000036685	1:1	551632
ENSMUSG00000036104	ENSDARG00000098079	1:1	501114
ENSMUSG00000036086	ENSDARG00000091538	1:1	797431
ENSMUSG00000026354	ENSDARG00000060671	1:m	814921
ENSMUSG00000026354	ENSDARG00000092404	1:m	
ENSMUSG00000026355	ENSDARG00000057683	1:1	780753
ENSMUSG00000026356	ENSDARG00000070043	1:1	826486
ENSMUSG00000045382	ENSDARG00000057633	1:1	762180
ENSMUSG00000042581	ENSDARG00000095022	1:1	553296
ENSMUSG00000101904	ENSDARG00000002037	n:1	
ENSMUSG00000026409	ENSDARG00000002037	n:1	691241
ENSMUSG00000046404	ENSDARG00000008542	1:1	851167
ENSMUSG00000026416	ENSDARG00000090344	1:1	787439
ENSMUSG00000016529	ENSDARG00000078147	1:1	265688
ENSMUSG00000016528	ENSDARG00000002552	1:1	550704
ENSMUSG00000016526	ENSDARG00000070600	1:1	
ENSMUSG00000026427	ENSDARG00000012929	1:1	844661
ENSMUSG00000026430	ENSDARG00000070601	1:1	763479
ENSMUSG00000042349	ENSDARG00000070606	1:1	777994
ENSMUSG00000026425	ENSDARG00000032161	1:1	850234
ENSMUSG00000055184	ENSDARG00000070621	1:1	822599
ENSMUSG00000042251	ENSDARG00000062096	1:m	843783
ENSMUSG00000042251	ENSDARG00000037551	1:m	
ENSMUSG00000013275	ENSDARG00000070214	1:1	737623
ENSMUSG00000026434	ENSDARG00000078473	1:1	559137
ENSMUSG00000026436	ENSDARG00000077092	1:1	844860
ENSMUSG00000059149	ENSDARG00000023768	1:m	
ENSMUSG00000059149	ENSDARG00000008263	1:m	549886
ENSMUSG00000026437	ENSDARG00000012204	1:1	550812
ENSMUSG00000042115	ENSDARG00000061000	1:1	548586
ENSMUSG00000042066	ENSDARG00000046007	1:1	845101
ENSMUSG00000042046	ENSDARG00000000853	1:1	845943
ENSMUSG00000026439	ENSDARG00000042147	1:1	650805
ENSMUSG00000048174	ENSDARG00000042536	1:1	799741
ENSMUSG00000053024	ENSDARG00000000472	1:1	550778
ENSMUSG00000026442	ENSDARG00000061099	1:1	850296
ENSMUSG00000026443	ENSDARG00000105302	1:1	550086
ENSMUSG00000054387	ENSDARG00000057513	1:1	262429
ENSMUSG00000026447	ENSDARG00000086927	1:1	515610
ENSMUSG00000041757	ENSDARG00000020328	1:1	814230
ENSMUSG00000103421	ENSDARG00000088933	n:1	839361
ENSMUSG00000098306	ENSDARG00000088933	n:1	
ENSMUSG00000070645	ENSDARG00000041858	1:1	698880
ENSMUSG00000070643	ENSDARG00000030297	1:1	782109
ENSMUSG00000090553	ENSDARG00000033175	1:1	795836
ENSMUSG00000102976	ENSDARG00000009754	1:1	795682
ENSMUSG00000041577	ENSDARG00000070597	1:1	550687
ENSMUSG00000041559	ENSDARG00000044895	1:m	
ENSMUSG00000041559	ENSDARG00000010294	1:m	553092
ENSMUSG00000020423	ENSDARG00000020298	n:m	518107
ENSMUSG00000020423	ENSDARG00000008049	n:m	
ENSMUSG00000020423	ENSDARG00000027249	n:m	
ENSMUSG00000042451	ENSDARG00000003081	n:1	
ENSMUSG00000042429	ENSDARG00000070056	1:m	808053
ENSMUSG00000042429	ENSDARG00000075694	1:m	
ENSMUSG00000026459	ENSDARG00000009438	1:1	839224
ENSMUSG00000026458	ENSDARG00000053205	1:1	549992
ENSMUSG00000042305	ENSDARG00000044899	1:1	850392
ENSMUSG00000026456	ENSDARG00000018966	1:1	
ENSMUSG00000026457	ENSDARG00000002912	1:1	771013
ENSMUSG00000042229	ENSDARG00000002690	1:1	497826
ENSMUSG00000042207	ENSDARG00000057093	1:1	
ENSMUSG00000026452	ENSDARG00000025206	1:1	
ENSMUSG00000026429	ENSDARG00000063285	1:1	549346
ENSMUSG00000042793	ENSDARG00000098308	1:1	
ENSMUSG00000026426	ENSDARG00000078686	1:1	775032
ENSMUSG00000026424	ENSDARG00000056774	1:1	
ENSMUSG00000003051	ENSDARG00000077982	1:1	809200
ENSMUSG00000041926	ENSDARG00000012506	1:1	797485
ENSMUSG00000062580	ENSDARG00000029510	1:1	657037
ENSMUSG00000048096	ENSDARG00000077261	1:1	834389
ENSMUSG00000041889	ENSDARG00000006307	1:1	553121
ENSMUSG00000041879	ENSDARG00000016753	1:1	822966
ENSMUSG00000009418	ENSDARG00000078011	1:m	
ENSMUSG00000009418	ENSDARG00000058771	1:m	550816
ENSMUSG00000026421	ENSDARG00000006603	1:m	
ENSMUSG00000026421	ENSDARG00000030980	1:m	548171
ENSMUSG00000026418	ENSDARG00000000474	1:m	
ENSMUSG00000026418	ENSDARG00000052708	1:m	550050
ENSMUSG00000041782	ENSDARG00000022698	1:1	830101
ENSMUSG00000026414	ENSDARG00000020610	1:1	549009
ENSMUSG00000026413	ENSDARG00000052705	1:1	
ENSMUSG00000051985	ENSDARG00000075926	1:m	558245
ENSMUSG00000051985	ENSDARG00000086028	1:m	
ENSMUSG00000051985	ENSDARG00000097613	1:m	
ENSMUSG00000051985	ENSDARG00000005526	1:m	
ENSMUSG00000026411	ENSDARG00000055757	1:1	816270
ENSMUSG00000026407	ENSDARG00000029457	1:m	788290
ENSMUSG00000026407	ENSDARG00000042552	1:m	
ENSMUSG00000041642	ENSDARG00000009733	1:1	551428
ENSMUSG00000041605	ENSDARG00000070571	1:m	
ENSMUSG00000041605	ENSDARG00000078155	1:m	815964
ENSMUSG00000041570	ENSDARG00000062173	1:1	853663
ENSMUSG00000026404	ENSDARG00000022177	1:1	547662
ENSMUSG00000041498	ENSDARG00000062187	1:1	843609
ENSMUSG00000041483	ENSDARG00000035910	1:m	826790
ENSMUSG00000041483	ENSDARG00000000567	1:m	
ENSMUSG00000026398	ENSDARG00000100940	1:1	840639
ENSMUSG00000026393	ENSDARG00000056966	1:1	
ENSMUSG00000019230	ENSDARG00000056979	1:1	550124
ENSMUSG00000056268	ENSDARG00000101868	1:1	814642
ENSMUSG00000063681	ENSDARG00000100506	1:1	551012
ENSMUSG00000033964	ENSDARG00000054984	1:1	552219
ENSMUSG00000033952	ENSDARG00000103754	1:1	838785
ENSMUSG00000026368	ENSDARG00000102456	1:1	
ENSMUSG00000057037	ENSDARG00000105052	n:1	
ENSMUSG00000070594	ENSDARG00000100442	n:m	
ENSMUSG00000070594	ENSDARG00000105212	n:m	
ENSMUSG00000070594	ENSDARG00000103760	n:m	
ENSMUSG00000070594	ENSDARG00000104205	n:m	
ENSMUSG00000033898	ENSDARG00000105052	n:1	
ENSMUSG00000026365	ENSDARG00000100442	n:m	
ENSMUSG00000026365	ENSDARG00000105212	n:m	564810
ENSMUSG00000026365	ENSDARG00000103760	n:m	
ENSMUSG00000026365	ENSDARG00000104205	n:m	
ENSMUSG00000026361	ENSDARG00000020201	1:1	530932
ENSMUSG00000033849	ENSDARG00000102061	1:1	749429
ENSMUSG00000018196	ENSDARG00000100944	1:1	736126
ENSMUSG00000018199	ENSDARG00000089225	1:1	711549
ENSMUSG00000018189	ENSDARG00000103404	1:1	813267
ENSMUSG00000026360	ENSDARG00000098761	1:1	
ENSMUSG00000051079	ENSDARG00000017653	n:m	699384
ENSMUSG00000051079	ENSDARG00000089077	n:m	
ENSMUSG00000051079	ENSDARG00000017860	n:m	
ENSMUSG00000026358	ENSDARG00000100835	1:1	699393
ENSMUSG00000098509	ENSDARG00000017653	n:m	
ENSMUSG00000098509	ENSDARG00000089077	n:m	
ENSMUSG00000098509	ENSDARG00000017860	n:m	
ENSMUSG00000026357	ENSDARG00000036106	1:1	
ENSMUSG00000035131	ENSDARG00000061051	1:1	801781
ENSMUSG00000056220	ENSDARG00000017141	1:m	
ENSMUSG00000056220	ENSDARG00000024546	1:m	302707
ENSMUSG00000032487	ENSDARG00000010276	1:1	549938
ENSMUSG00000006007	ENSDARG00000017634	1:m	
ENSMUSG00000006007	ENSDARG00000011886	1:m	803159
ENSMUSG00000006010	ENSDARG00000042671	1:1	782511
ENSMUSG00000006005	ENSDARG00000016630	1:m	
ENSMUSG00000006005	ENSDARG00000103004	1:m	
ENSMUSG00000006014	ENSDARG00000069566	n:m	
ENSMUSG00000006014	ENSDARG00000005513	n:m	
